Node	In	Out	Rank_1	Rank_2	Rank_3
533	1	1	0.000049	0.259974	0.150033	0.000029
534	1	1	0.000102	0.533945	0.151049	0.000029
535	7	7	0.000193	1.013164	0.150374	0.000029
536	1	1	0.000046	0.243057	0.150026	0.000029
537	52	52	0.001193	6.265750	0.171314	0.000033
538	6	6	0.000143	0.749739	0.150252	0.000029
539	2	2	0.000072	0.377022	0.150127	0.000029
540	2	2	0.000070	0.366788	0.150025	0.000029
541	4	4	0.000105	0.550369	0.150282	0.000029
542	4	4	0.000140	0.735843	0.150679	0.000029
543	1	1	0.000052	0.273291	0.150030	0.000029
544	1	1	0.000057	0.301389	0.150124	0.000029
545	2	2	0.000079	0.412551	0.150330	0.000029
546	2	2	0.000115	0.601696	0.151271	0.000029
547	2	2	0.000083	0.434543	0.150420	0.000029
548	1	1	0.000050	0.262071	0.150046	0.000029
549	3	3	0.000104	0.544306	0.150324	0.000029
550	17	17	0.000376	1.977512	0.151860	0.000029
551	1	1	0.000092	0.484455	0.150839	0.000029
552	32	32	0.000628	3.298724	0.153133	0.000029
553	1	1	0.000050	0.263427	0.150012	0.000029
554	27	27	0.000611	3.209166	0.152755	0.000029
555	1	1	0.000048	0.252630	0.150057	0.000029
556	1	1	0.000050	0.261339	0.150004	0.000029
557	40	40	0.000832	4.373170	0.153403	0.000029
558	2	2	0.000065	0.343913	0.150056	0.000029
559	1	1	0.000047	0.249266	0.150014	0.000029
560	1	1	0.000147	0.770270	0.151251	0.000029
561	1	1	0.000055	0.287924	0.150052	0.000029
562	13	13	0.000276	1.451010	0.151312	0.000029
563	28	28	0.000668	3.507308	0.155022	0.000030
564	12	12	0.000252	1.321795	0.150775	0.000029
565	1	1	0.000075	0.391519	0.150155	0.000029
566	5	5	0.000126	0.659727	0.150122	0.000029
567	1	1	0.000048	0.249567	0.150004	0.000029
568	2	2	0.000064	0.336109	0.150016	0.000029
569	10	10	0.000290	1.526226	0.154694	0.000029
570	2	2	0.000067	0.353371	0.150019	0.000029
571	1	1	0.000062	0.327459	0.150104	0.000029
572	4	4	0.000137	0.720462	0.150366	0.000029
573	2	2	0.000101	0.532693	0.150462	0.000029
574	12	12	0.000284	1.490795	0.150984	0.000029
575	1	1	0.000046	0.240345	0.150133	0.000029
576	7	7	0.000214	1.125325	0.150879	0.000029
577	2	2	0.000065	0.341289	0.150038	0.000029
578	1	1	0.000190	1.000000	0.150615	0.000029
579	3	3	0.000082	0.431259	0.150051	0.000029
580	3	3	0.000082	0.431857	0.150107	0.000029
581	3	3	0.000078	0.410046	0.150068	0.000029
582	1	1	0.000064	0.337246	0.150081	0.000029
583	3	3	0.000165	0.868502	0.151034	0.000029
584	1	1	0.000079	0.413682	0.150124	0.000029
585	16	16	0.000351	1.846469	0.150852	0.000029
586	1	1	0.000054	0.282195	0.150040	0.000029
587	91	91	0.001725	9.064563	0.164577	0.000031
588	9	9	0.000232	1.219293	0.150895	0.000029
589	3	3	0.000089	0.469855	0.150021	0.000029
590	2	2	0.000076	0.396960	0.150241	0.000029
591	1	1	0.000190	1.000000	0.151236	0.000029
592	2	2	0.000066	0.345705	0.150027	0.000029
593	8	8	0.000207	1.085423	0.150904	0.000029
594	1	1	0.000056	0.294343	0.150156	0.000029
595	3	3	0.000240	1.262440	0.151537	0.000029
596	2	2	0.000065	0.341226	0.150011	0.000029
597	2	2	0.000190	1.000000	0.152790	0.000029
598	17	17	0.000456	2.397662	0.154967	0.000029
599	1	1	0.000049	0.255947	0.150048	0.000029
600	33	33	0.000701	3.684483	0.155690	0.000030
601	4	4	0.000183	0.959142	0.153091	0.000029
602	1	1	0.000052	0.273083	0.150127	0.000029
603	1	1	0.000050	0.263269	0.150052	0.000029
604	1	1	0.000049	0.259283	0.150003	0.000029
605	1	1	0.000047	0.248127	0.150017	0.000029
606	2	2	0.000068	0.358850	0.150012	0.000029
607	1	1	0.000049	0.257399	0.150039	0.000029
608	1	1	0.000057	0.299307	0.150142	0.000029
609	2	2	0.000076	0.400515	0.150211	0.000029
610	5	5	0.000176	0.926698	0.151011	0.000029
611	5	5	0.000155	0.811786	0.150671	0.000029
612	2	2	0.000062	0.327863	0.150082	0.000029
613	9	9	0.000196	1.028508	0.150274	0.000029
614	4	4	0.000107	0.562402	0.150066	0.000029
615	7	7	0.000165	0.869338	0.150190	0.000029
616	2	2	0.000069	0.360825	0.150045	0.000029
617	3	3	0.000133	0.698424	0.151760	0.000029
618	1	1	0.000054	0.284115	0.150177	0.000029
619	2	2	0.000167	0.878931	0.151542	0.000029
620	1	1	0.000050	0.260198	0.150019	0.000029
621	1	1	0.000054	0.283410	0.150032	0.000029
622	19	19	0.000479	2.515540	0.153781	0.000029
623	2	2	0.000089	0.465806	0.150151	0.000029
624	7	7	0.000170	0.893329	0.157683	0.000030
625	2	2	0.000069	0.361853	0.150447	0.000029
626	4	4	0.000113	0.591812	0.150255	0.000029
627	2	2	0.000135	0.710614	0.151871	0.000029
628	3	3	0.000125	0.654605	0.150649	0.000029
629	3	3	0.000083	0.436592	0.150071	0.000029
630	1	1	0.000045	0.237544	0.150005	0.000029
631	5	5	0.000122	0.642929	0.150684	0.000029
632	4	4	0.000109	0.572210	0.150275	0.000029
633	3	3	0.000104	0.548564	0.151051	0.000029
634	23	23	0.000481	2.525429	0.152799	0.000029
635	1	1	0.000053	0.278539	0.150052	0.000029
636	9	9	0.000228	1.196590	0.151217	0.000029
637	1	1	0.000047	0.244505	0.150012	0.000029
638	18	18	0.000395	2.073811	0.151799	0.000029
639	6	6	0.000144	0.758685	0.150255	0.000029
640	2	2	0.000068	0.357700	0.150057	0.000029
641	3	3	0.000098	0.514821	0.150170	0.000029
642	1	1	0.000048	0.250283	0.150018	0.000029
643	7	7	0.000191	1.004262	0.150955	0.000029
644	3	3	0.000095	0.500779	0.150254	0.000029
645	1	1	0.000064	0.338404	0.150273	0.000029
646	3	3	0.000086	0.450326	0.150025	0.000029
647	13	13	0.000260	1.366584	0.151137	0.000029
648	15	15	0.000321	1.684455	0.150984	0.000029
649	2	2	0.000074	0.387780	0.150020	0.000029
650	5	5	0.000156	0.820206	0.150523	0.000029
651	5	5	0.000164	0.861537	0.150760	0.000029
652	1	1	0.000055	0.287736	0.150052	0.000029
653	35	35	0.000713	3.748367	0.153443	0.000029
654	2	2	0.000069	0.364406	0.150070	0.000029
655	1	1	0.000190	1.000000	0.157060	0.000030
656	1	1	0.000049	0.257401	0.150115	0.000029
657	16	16	0.000328	1.723571	0.150574	0.000029
658	3	3	0.000090	0.471868	0.150077	0.000029
659	1	1	0.000052	0.273291	0.150030	0.000029
660	12	12	0.000282	1.480619	0.150813	0.000029
661	2	2	0.000089	0.466092	0.150224	0.000029
662	2	2	0.000135	0.707140	0.150920	0.000029
663	1	1	0.000047	0.249318	0.150014	0.000029
664	2	2	0.000071	0.373337	0.150013	0.000029
665	1	1	0.000051	0.269159	0.150025	0.000029
666	9	9	0.000189	0.992464	0.150607	0.000029
667	3	3	0.000081	0.424328	0.150038	0.000029
668	4	4	0.000128	0.674234	0.150294	0.000029
669	29	29	0.000536	2.818060	0.151850	0.000029
670	2	2	0.000068	0.358487	0.150883	0.000029
671	1	1	0.000047	0.248664	0.150007	0.000029
672	1	1	0.000052	0.271862	0.150057	0.000029
673	4	4	0.000111	0.584050	0.150200	0.000029
674	2	2	0.000068	0.357385	0.150044	0.000029
675	1	1	0.000100	0.523792	0.150308	0.000029
676	1	1	0.000048	0.250398	0.150006	0.000029
677	5	5	0.000137	0.719883	0.150621	0.000029
678	18	18	0.000560	2.942169	0.157169	0.000030
679	3	3	0.000191	1.004527	0.151398	0.000029
680	9	9	0.000234	1.227969	0.150777	0.000029
681	1	1	0.000053	0.278887	0.150033	0.000029
682	1	1	0.000062	0.328000	0.150831	0.000029
683	53	53	0.001071	5.626042	0.154349	0.000029
684	2	2	0.000098	0.515179	0.151873	0.000029
685	1	1	0.000125	0.655405	0.150471	0.000029
686	1	1	0.000051	0.267670	0.150035	0.000029
687	1	1	0.000047	0.244633	0.150003	0.000029
688	1	1	0.000048	0.254324	0.150008	0.000029
689	5	5	0.000121	0.637603	0.150206	0.000029
690	4	4	0.000120	0.631446	0.150273	0.000029
691	1	1	0.000051	0.265440	0.150048	0.000029
692	1	1	0.000056	0.292222	0.150020	0.000029
693	1	1	0.000190	1.000000	0.150615	0.000029
694	2	2	0.000190	1.000000	0.150925	0.000029
695	4	4	0.000142	0.746035	0.150288	0.000029
696	13	13	0.000308	1.615970	0.153739	0.000029
697	1	1	0.000064	0.337246	0.150040	0.000029
698	11	11	0.000450	2.362725	0.153976	0.000029
699	1	1	0.000050	0.261396	0.150014	0.000029
700	1	1	0.000052	0.271215	0.150042	0.000029
701	2	2	0.000067	0.349681	0.150052	0.000029
702	5	5	0.000141	0.740770	0.150650	0.000029
703	2	2	0.000068	0.357568	0.150051	0.000029
704	1	1	0.000050	0.263427	0.150012	0.000029
705	9	9	0.000202	1.058754	0.150382	0.000029
706	4	4	0.000126	0.659489	0.150638	0.000029
707	5	5	0.000151	0.790770	0.150463	0.000029
708	9	9	0.000217	1.142688	0.152548	0.000029
709	1	1	0.000125	0.655405	0.150157	0.000029
710	2	2	0.000092	0.484447	0.151205	0.000029
711	2	2	0.000078	0.410574	0.150081	0.000029
712	6	6	0.000142	0.744853	0.150150	0.000029
713	3	3	0.000081	0.425261	0.150046	0.000029
714	5	5	0.000154	0.807842	0.150651	0.000029
715	2	2	0.000067	0.351961	0.150020	0.000029
716	20	20	0.000407	2.139610	0.151380	0.000029
717	2	2	0.000073	0.384528	0.150135	0.000029
718	2	2	0.000071	0.375500	0.150157	0.000029
719	1	1	0.000050	0.261339	0.150008	0.000029
720	2	2	0.000073	0.381753	0.150020	0.000029
721	1	1	0.000072	0.377884	0.150124	0.000029
722	5	5	0.000132	0.691425	0.150212	0.000029
723	3	3	0.000085	0.448172	0.150103	0.000029
724	22	22	0.000566	2.972388	0.155644	0.000030
725	3	3	0.000086	0.449352	0.150094	0.000029
726	2	2	0.000067	0.351117	0.150023	0.000029
727	23	23	0.000500	2.625580	0.152926	0.000029
728	2	2	0.000065	0.341025	0.150014	0.000029
729	6	6	0.000160	0.839519	0.150656	0.000029
730	5	5	0.000121	0.635837	0.150250	0.000029
731	1	1	0.000054	0.282195	0.150040	0.000029
732	4	4	0.000115	0.603650	0.150461	0.000029
733	10	10	0.000274	1.437633	0.151347	0.000029
734	4	4	0.000108	0.568494	0.150216	0.000029
735	2	2	0.000074	0.389977	0.150137	0.000029
736	6	6	0.000144	0.755837	0.150604	0.000029
737	24	24	0.000597	3.138043	0.153686	0.000029
738	2	2	0.000068	0.359250	0.150051	0.000029
739	1	1	0.000056	0.296217	0.150043	0.000029
740	1	1	0.000047	0.248876	0.150037	0.000029
741	10	10	0.000298	1.567426	0.152013	0.000029
742	4	4	0.000419	2.199831	0.152149	0.000029
743	5	5	0.000225	1.181993	0.152816	0.000029
744	17	17	0.000338	1.776148	0.150893	0.000029
745	6	6	0.000129	0.678769	0.150080	0.000029
746	3	3	0.000081	0.427363	0.150065	0.000029
747	4	4	0.000108	0.568678	0.150298	0.000029
748	12	12	0.000262	1.376515	0.150428	0.000029
749	1	1	0.000057	0.300044	0.150089	0.000029
750	6	6	0.000140	0.736658	0.150769	0.000029
751	10	10	0.000209	1.096477	0.150813	0.000029
752	27	27	0.000532	2.793910	0.152128	0.000029
753	2	2	0.000069	0.364049	0.150134	0.000029
754	1	1	0.000048	0.250551	0.150016	0.000029
755	1	1	0.000045	0.238668	0.150028	0.000029
756	22	22	0.000443	2.328250	0.150578	0.000029
757	4	4	0.000149	0.781586	0.150830	0.000029
758	16	16	0.000671	3.524629	0.158569	0.000030
759	1	1	0.000048	0.254305	0.150003	0.000029
760	5	5	0.000139	0.731825	0.150150	0.000029
761	1	1	0.000055	0.291140	0.150069	0.000029
762	3	3	0.000092	0.481761	0.150010	0.000029
763	4	4	0.000149	0.783867	0.152361	0.000029
764	140	140	0.002905	15.264089	0.179114	0.000034
765	23	23	0.000488	2.566128	0.157237	0.000030
766	1	1	0.000065	0.342792	0.150629	0.000029
767	1	1	0.000046	0.241928	0.150017	0.000029
768	2	2	0.000066	0.347452	0.150043	0.000029
769	1	1	0.000096	0.502714	0.150308	0.000029
770	6	6	0.000279	1.463330	0.152047	0.000029
771	13	13	0.000299	1.570833	0.151145	0.000029
772	1	1	0.000089	0.467168	0.150155	0.000029
773	5	5	0.000129	0.677124	0.150552	0.000029
774	1	1	0.000046	0.243011	0.150019	0.000029
775	2	2	0.000068	0.354706	0.150327	0.000029
776	2	2	0.000070	0.365291	0.150069	0.000029
777	1	1	0.000047	0.244735	0.150012	0.000029
778	1	1	0.000046	0.243398	0.150012	0.000029
779	9	9	0.000349	1.834523	0.154104	0.000029
780	1	1	0.000053	0.281000	0.150140	0.000029
781	1	1	0.000051	0.266435	0.150032	0.000029
782	1	1	0.000051	0.269883	0.150037	0.000029
783	1	1	0.000062	0.324209	0.150154	0.000029
784	9	9	0.000302	1.589312	0.152738	0.000029
785	4	4	0.000139	0.728555	0.150955	0.000029
786	1	1	0.000045	0.236285	0.150008	0.000029
787	1	1	0.000051	0.268939	0.150008	0.000029
788	1	1	0.000048	0.254305	0.150003	0.000029
789	5	5	0.000120	0.628765	0.150171	0.000029
790	14	14	0.000296	1.557742	0.150778	0.000029
791	2	2	0.000089	0.466708	0.150238	0.000029
792	1	1	0.000056	0.295895	0.150048	0.000029
793	1	1	0.000062	0.327393	0.150248	0.000029
794	3	3	0.000098	0.514026	0.150233	0.000029
795	1	1	0.000067	0.352293	0.150104	0.000029
796	6	6	0.000197	1.032529	0.150936	0.000029
797	4	4	0.000132	0.690963	0.151524	0.000029
798	5	5	0.000124	0.651168	0.150085	0.000029
799	4	4	0.000122	0.640776	0.150184	0.000029
800	1	1	0.000190	1.000000	0.151236	0.000029
801	2	2	0.000072	0.380265	0.150155	0.000029
802	13	13	0.000271	1.422942	0.150450	0.000029
803	2	2	0.000069	0.362848	0.150068	0.000029
804	7	7	0.000195	1.022374	0.150640	0.000029
805	1	1	0.000048	0.249836	0.150021	0.000029
806	3	3	0.000095	0.501033	0.150233	0.000029
807	3	3	0.000253	1.329340	0.153075	0.000029
808	5	5	0.000121	0.633906	0.150076	0.000029
809	6	6	0.000173	0.908336	0.150936	0.000029
810	2	2	0.000133	0.696327	0.150737	0.000029
811	1	1	0.000077	0.402785	0.150308	0.000029
812	19	19	0.000439	2.308042	0.152372	0.000029
813	3	3	0.000086	0.450868	0.150450	0.000029
814	2	2	0.000065	0.342242	0.150010	0.000029
815	2	2	0.000066	0.346973	0.150067	0.000029
816	1	1	0.000190	1.000000	0.150615	0.000029
817	4	4	0.000109	0.573459	0.150287	0.000029
818	1	1	0.000047	0.246376	0.150025	0.000029
819	1	1	0.000056	0.293204	0.150154	0.000029
820	4	4	0.000139	0.727903	0.150473	0.000029
821	2	2	0.000069	0.361922	0.150054	0.000029
822	3	3	0.000095	0.501360	0.150210	0.000029
823	1	1	0.000048	0.254395	0.150044	0.000029
824	5	5	0.000154	0.811284	0.151626	0.000029
825	2	2	0.000065	0.340577	0.150017	0.000029
826	2	2	0.000168	0.883031	0.150921	0.000029
827	1	1	0.000076	0.401176	0.150308	0.000029
828	11	11	0.000260	1.367430	0.151880	0.000029
829	1	1	0.000052	0.271215	0.150042	0.000029
830	2	2	0.000070	0.369820	0.150040	0.000029
831	2	2	0.000070	0.368549	0.150042	0.000029
832	1	1	0.000048	0.252457	0.150004	0.000029
833	4	4	0.000103	0.540995	0.150083	0.000029
834	2	2	0.000066	0.346736	0.150040	0.000029
835	3	3	0.000126	0.661182	0.150652	0.000029
836	13	13	0.000309	1.625036	0.151444	0.000029
837	1	1	0.000147	0.770270	0.151251	0.000029
838	1	1	0.000132	0.693694	0.150209	0.000029
839	2	2	0.000070	0.365572	0.150035	0.000029
840	7	7	0.000159	0.833344	0.150388	0.000029
841	1	1	0.000190	1.000000	0.150615	0.000029
842	3	3	0.000120	0.629114	0.150657	0.000029
843	2	2	0.000070	0.367377	0.150184	0.000029
844	1	1	0.000048	0.252457	0.150004	0.000029
845	1	1	0.000050	0.263427	0.150012	0.000029
846	5	5	0.000151	0.792127	0.150834	0.000029
847	2	2	0.000067	0.354320	0.150105	0.000029
848	1	1	0.000190	1.000000	0.150615	0.000029
849	1	1	0.000060	0.313146	0.150103	0.000029
850	24	24	0.000524	2.752355	0.153548	0.000029
851	1	1	0.000050	0.260432	0.150005	0.000029
852	2	2	0.000176	0.926039	0.150922	0.000029
853	2	2	0.000062	0.324152	0.150019	0.000029
854	5	5	0.000142	0.745894	0.151378	0.000029
855	38	38	0.000744	3.910751	0.153670	0.000029
856	2	2	0.000078	0.408001	0.150162	0.000029
857	2	2	0.000071	0.374875	0.150140	0.000029
858	3	3	0.000090	0.472693	0.150730	0.000029
859	1	1	0.000049	0.259283	0.150003	0.000029
860	13	13	0.000284	1.493715	0.151210	0.000029
861	9	9	0.000210	1.105484	0.151317	0.000029
862	5	5	0.000129	0.678155	0.150125	0.000029
863	1	1	0.000050	0.260198	0.150005	0.000029
864	3	3	0.000087	0.458114	0.150051	0.000029
865	9	9	0.000208	1.090475	0.150352	0.000029
866	3	3	0.000089	0.469055	0.150015	0.000029
867	1	1	0.000049	0.258739	0.150004	0.000029
868	2	2	0.000066	0.345428	0.150024	0.000029
869	4	4	0.000125	0.657424	0.150348	0.000029
870	1	1	0.000048	0.254305	0.150003	0.000029
871	1	1	0.000047	0.247085	0.150024	0.000029
872	1	1	0.000088	0.464532	0.150206	0.000029
873	3	3	0.000085	0.446103	0.150033	0.000029
874	1	1	0.000049	0.259498	0.150020	0.000029
875	34	34	0.000669	3.512478	0.153296	0.000029
876	4	4	0.000116	0.611134	0.150361	0.000029
877	19	19	0.000380	1.994992	0.150695	0.000029
878	2	2	0.000099	0.522412	0.151344	0.000029
879	2	2	0.000084	0.441588	0.150177	0.000029
880	37	37	0.000743	3.905891	0.155189	0.000030
881	3	3	0.000124	0.650627	0.151313	0.000029
882	1	1	0.000050	0.263739	0.150003	0.000029
883	20	20	0.000506	2.656013	0.153365	0.000029
884	58	58	0.001117	5.868871	0.159386	0.000030
885	10	10	0.000241	1.267480	0.151447	0.000029
886	4	4	0.000216	1.136559	0.151708	0.000029
887	15	15	0.000368	1.932337	0.152510	0.000029
888	5	5	0.000157	0.826365	0.151241	0.000029
889	7	7	0.000169	0.888377	0.150422	0.000029
890	1	1	0.000047	0.244633	0.150003	0.000029
891	26	26	0.000577	3.032702	0.154796	0.000029
892	2	2	0.000066	0.348558	0.150076	0.000029
893	2	2	0.000071	0.373400	0.150058	0.000029
894	9	9	0.000222	1.167462	0.150737	0.000029
895	4	4	0.000145	0.761793	0.150912	0.000029
896	7	7	0.000167	0.877279	0.150837	0.000029
897	5	5	0.000126	0.662665	0.150080	0.000029
898	1	1	0.000050	0.263739	0.150003	0.000029
899	1	1	0.000046	0.239558	0.150026	0.000029
900	5	5	0.000169	0.885503	0.150551	0.000029
901	2	2	0.000113	0.594788	0.150641	0.000029
902	44	44	0.000979	5.141175	0.155051	0.000030
903	25	25	0.000667	3.504672	0.155328	0.000030
904	5	5	0.000152	0.799734	0.152417	0.000029
905	3	3	0.000133	0.699033	0.151367	0.000029
906	6	6	0.000208	1.092705	0.152061	0.000029
907	1	1	0.000048	0.252421	0.150081	0.000029
908	2	2	0.000120	0.629482	0.151953	0.000029
909	1	1	0.000147	0.770270	0.150313	0.000029
910	13	13	0.000265	1.393647	0.150679	0.000029
911	5	5	0.000126	0.662663	0.150149	0.000029
912	18	18	0.000399	2.095604	0.152079	0.000029
913	1	1	0.000048	0.254305	0.150009	0.000029
914	2	2	0.000071	0.372478	0.150011	0.000029
915	4	4	0.000106	0.556922	0.150293	0.000029
916	5	5	0.000141	0.743228	0.151339	0.000029
917	1	1	0.000050	0.264543	0.150040	0.000029
918	73	73	0.001495	7.856645	0.159744	0.000030
919	2	2	0.000066	0.348127	0.150047	0.000029
920	19	19	0.000389	2.042839	0.151382	0.000029
921	13	13	0.000391	2.054634	0.152492	0.000029
922	1	1	0.000049	0.255572	0.150018	0.000029
923	1	1	0.000056	0.292937	0.150207	0.000029
924	1	1	0.000047	0.244465	0.150079	0.000029
925	2	2	0.000083	0.437709	0.150314	0.000029
926	6	6	0.000178	0.936603	0.150574	0.000029
927	4	4	0.000101	0.528927	0.150235	0.000029
928	1	1	0.000050	0.261850	0.150056	0.000029
929	1	1	0.000050	0.263739	0.150010	0.000029
930	7	7	0.000183	0.960142	0.150603	0.000029
931	15	15	0.000500	2.627589	0.157160	0.000030
932	1	1	0.000048	0.253979	0.150078	0.000029
933	189	189	0.003886	20.419566	0.187032	0.000036
934	5	5	0.000131	0.689493	0.151397	0.000029
935	1	1	0.000049	0.258739	0.150007	0.000029
936	2	2	0.000076	0.401722	0.150170	0.000029
937	7	7	0.000170	0.894712	0.150232	0.000029
938	1	1	0.000046	0.242484	0.150025	0.000029
939	7	7	0.000169	0.886584	0.150805	0.000029
940	14	14	0.000456	2.393263	0.153925	0.000029
941	5	5	0.000137	0.718368	0.150808	0.000029
942	1	1	0.000190	1.000000	0.150615	0.000029
943	2	2	0.000075	0.395407	0.150953	0.000029
944	1	1	0.000190	1.000000	0.150615	0.000029
945	3	3	0.000215	1.131063	0.151234	0.000029
946	3	3	0.000106	0.555922	0.150196	0.000029
947	1	1	0.000111	0.582430	0.150309	0.000029
948	7	7	0.000161	0.845755	0.150184	0.000029
949	1	1	0.000050	0.263418	0.150027	0.000029
950	1	1	0.000064	0.337246	0.150081	0.000029
951	1	1	0.000050	0.261339	0.150004	0.000029
952	3	3	0.000083	0.436372	0.150064	0.000029
953	7	7	0.000155	0.812218	0.150081	0.000029
954	1	1	0.000047	0.247656	0.150006	0.000029
955	1	1	0.000190	1.000000	0.150615	0.000029
956	23	23	0.000464	2.436722	0.151482	0.000029
957	1	1	0.000048	0.250111	0.150069	0.000029
958	1	1	0.000047	0.248769	0.150033	0.000029
959	2	2	0.000073	0.385476	0.150159	0.000029
960	4	4	0.000105	0.550462	0.150577	0.000029
961	8	8	0.000187	0.984635	0.150445	0.000029
962	3	3	0.000086	0.453023	0.150062	0.000029
963	1	1	0.000049	0.258202	0.150018	0.000029
964	6	6	0.000156	0.821444	0.150371	0.000029
965	1	1	0.000048	0.253763	0.150037	0.000029
966	7	7	0.000157	0.825625	0.150438	0.000029
967	1	1	0.000067	0.353629	0.150412	0.000029
968	10	10	0.000352	1.851091	0.152678	0.000029
969	2	2	0.000160	0.842319	0.151505	0.000029
970	2	2	0.000067	0.350119	0.150038	0.000029
971	3	3	0.000092	0.481340	0.150261	0.000029
972	20	20	0.000445	2.336575	0.152332	0.000029
973	1	1	0.000047	0.248664	0.150004	0.000029
974	1	1	0.000047	0.247935	0.150012	0.000029
975	3	3	0.000134	0.705522	0.150787	0.000029
976	1	1	0.000048	0.254305	0.150003	0.000029
977	8	8	0.000185	0.974412	0.150139	0.000029
978	1	1	0.000048	0.252045	0.150024	0.000029
979	1	1	0.000058	0.306866	0.150046	0.000029
980	2	2	0.000080	0.420594	0.150195	0.000029
981	7	7	0.000207	1.086301	0.151794	0.000029
982	23	23	0.000465	2.443080	0.151953	0.000029
983	1	1	0.000049	0.259283	0.150003	0.000029
984	1	1	0.000051	0.267359	0.150017	0.000029
985	4	4	0.000101	0.532805	0.150150	0.000029
986	5	5	0.000121	0.636174	0.150062	0.000029
987	1	1	0.000048	0.254305	0.150003	0.000029
988	25	25	0.000535	2.812459	0.159254	0.000030
989	11	11	0.000296	1.554083	0.151722	0.000029
990	2	2	0.000067	0.353255	0.150036	0.000029
991	2	2	0.000071	0.374048	0.150013	0.000029
992	14	14	0.000317	1.664054	0.151124	0.000029
993	1	1	0.000190	1.000000	0.150615	0.000029
994	4	4	0.000097	0.511238	0.150085	0.000029
995	57	57	0.001331	6.993394	0.164114	0.000031
996	1	1	0.000066	0.349110	0.150413	0.000029
997	5	5	0.000192	1.006609	0.151517	0.000029
998	1	1	0.000046	0.240381	0.150008	0.000029
999	1	1	0.000045	0.238509	0.150009	0.000029
1000	1	1	0.000045	0.235664	0.150006	0.000029
1001	1	1	0.000049	0.255449	0.150015	0.000029
1002	11	11	0.000234	1.230990	0.150474	0.000029
1003	7	7	0.000170	0.892121	0.150350	0.000029
1004	12	12	0.000261	1.372560	0.150724	0.000029
1005	16	16	0.000322	1.692032	0.151836	0.000029
1006	2	2	0.000078	0.409678	0.150210	0.000029
1007	20	20	0.000451	2.369128	0.153811	0.000029
1008	18	18	0.000351	1.842342	0.150799	0.000029
1009	39	39	0.001018	5.350005	0.163791	0.000031
1010	1	1	0.000048	0.253660	0.150138	0.000029
1011	1	1	0.000055	0.288574	0.150057	0.000029
1012	1	1	0.000099	0.521112	0.150207	0.000029
1013	58	58	0.001291	6.783490	0.163386	0.000031
1014	2	2	0.000085	0.444258	0.151246	0.000029
1015	7	7	0.000159	0.836336	0.150110	0.000029
